,comment,labels,scores
1735,کیفیت بسیار بالایی داره شکل قشنگی هم داره حتما پیشنهاد میکنم,delighted,0.9926807284355164
1736,خیلی خوبه هم پوست رو سفت میکنه و هم چروکها رو از بین میبره خیلی کرم مفیدیه,delighted,0.9579916596412659
1737,خیلی خوبه تنها یه نقطه ضعفی داشت که در معایبش گفتم,happy,0.8938080072402954
1738,برای استفاده معمولی گزینه خوبیه با توجه به اینکه قیمت خوبی هم داره,happy,0.998284637928009
1739,خدایی قبول کنیم بیشترمون اگه پولش رو داشتیم همینو می‌خریدیم چون پولش رو نداریم و گرون است میگیم گوشی اصلا خوبی نیست همین الان کلی کمپانی از جمله هواوی و الجی از روی این گوشی اسکی رفتن ممنون نظرم رو خوندین,angry,0.8258808255195618
1740,من گرفتم قابش کنده نشد ولی بعد حدود ماه خراب شد و کار نکرد,angry,0.9136363863945007
1741,اپل ی چیز دیگه است همه ی گوشی‌ها به جز اپل معمولی هستند واسه همین است که گرونه وگرنه می‌داد ملیون تومان مس نوت,delighted,0.535162091255188
1742,سوراخهای‌بند یکی از لنگه‌های کفش رو یادشون رفته‌بود بزنن درسته که توی شگفت‌انگیز ارزونه ولی بیشتر شبیه کفش کارگریه تا ورزشی صرف مرجوع کردنم نمیکنه,angry,0.6493820548057556
1743,قدرت بسیار پایین بطوری که وقتی سر سنگ پا روی سطحی قرار مییگرد آنقدر قدرتش کم است که چرخیدن سری آن عملا متوقف می‌شود,furious,0.9657956957817078
1744,ببینید اگر دنباله صدای باکیفیت هستین عالیه یعنی عمق صدارو متوجه میشین بعضی صداهارو من تو هندزفریهای قبلیم اصلا نمیشنیدم خیلی باکیفیت هستش هم صدا هم جنسش اما اگه جایی که میخواین باهاش کار کنین پر سرو صدا هست پیشنهاد نمیکنم چون صدای بیرون میاد داخل نه خیلی اما خوب میشنوینش اما در جای با صدای معمولی و ساکت حرف ندارههههههه بعلاوه که شیک هم هستش من سفیدشو گرفتم اما مشکیش هم شیکه,happy,0.7127251625061035
1745,اباژور خوبیه کیفیت خوبی هم داره بسته‌بندی دیجیکالا هم خوب بود,happy,0.8055558800697327
1746,شارژر فندکی مناسب برای گوشی‌های با قابلیت فست شارژ,happy,0.9975720047950745
1747,نسبت به پولی که می‌دی اش می‌خوری دستگاه خوبیه,happy,0.9982205033302307
1748,من رو بستم خوب فیت نشد به اصرار فروشنده با چسب چسباندمش کیلومتر راه رفتم بعد دیدم جفتش نیست,angry,0.949276328086853
1749,وقتی دستتون میگیرین متوجه کیفیتش میشین با کیفیته خوشگله و ارزش خرید داره,happy,0.9888490438461304
1750,خیلی خوشگله و شیکه اگه خوشتون اومده سفارش بدین حتما بعد سفارش هم خوشتون میاد,delighted,0.9783239960670471
1751,عالیه و امکانات خیلی خوبی را من دیدم اگر می‌توانید بخرید من که حال کردم,delighted,0.9953247308731079
1752,من فوق العاده راضیم,delighted,0.9692083597183228
1753,من هم داشتم باید بگم خوب خیلی سرتره ولی خوب از لحاظ کیفیت بدنه و دسته بهتره ولی از لحاظ دیگه بهتره,happy,0.8912006616592407
1754,پنج شش ماه بیشتر‌شده‌که خریدم تا الان که مشکلی نداشتم طراحی زیبایی نسبت به قیمتش داره من توصیه می‌کنم,delighted,0.8381040692329407
1755,من خیلی راضیم,delighted,0.9909045100212097
1756,عالی‌بود و بوی خوبی داره به نسبت قیمتش واقعا می‌ارزه,delighted,0.9500046968460083
1757,سلام بعد از یکسال که دارمش ازش راضی‌ام فقط اینکه توری اصلاح صورت ماشین خراب‌شده‌اگه دیجی کالا داره تا سفارش بدم برام بفرسته درکل ماشین اصلاح خوبیه ولی فقط جازدن سرتیغه‌هایی که تعویض می‌کنیم بسختی جامیره,angry,0.7114303112030029
1758,این کابل رو حدود ماهه دارم استفاده میکنم برای سرعت شارژش تقریبا با کابل اصلی گوشیم تفاوتی نداره در مورد اتصالاتش و امکان قطع شدنش نمیتونم نظری بدم چون زیاد جابجاش نمیکنم البته من موقع خرید به رنگش توجه نکردم فکر کردم مشکیه ولی سبز‌بود البته سبزشم قشنگه ولی مشکی رو ترجیح میدادم گفتم که به این نکته توجه کنید,angry,0.6248183846473694
1759,عالیه پیشنهاد میکنم,delighted,0.9717569351196289
1760,سلام برای من چسبش فاسد‌بود و اصلا به گوشی نچسبید دوم اینکه قبل از دور انداخت برای تست یه ضربه کوچیک بهش زدم خورد شد,angry,0.9963460564613342
1761,یک خرید خیلی خوبیه تواین رنج قیمت عااالیه خیلی جمع و جور و خوب,delighted,0.9058689475059509
1762,کمترین کارکرد بین هندزفریهایی که داشتم بعد یه مدت یه گوشیش قطع شد,angry,0.9593734741210938
1763,جاداره ولپ تاپ اینچی به راحتی جا میشه,happy,0.9984740614891052
1764,خیلی بوی خوبی داره یه جورایی ترش و شیرین هست بوش,happy,0.8798364400863647
1765,خریدش به شدت پیشنهاد میشه خیلی موتورش عالیه قیمتش هم خیلی خوبه کلا خیلی به صرفه است,delighted,0.9945263266563416
1766,موهارو سریع حالت میده خیلی زود داغ میشه و میتونید در کمترین زمان موهاتونو صاف و خوش حالت کنید برای مهمونیها که دیگه نیازبه آرایشگاه و اینکه کسی کمکتون کنه برای صاف کردن موها ندارید مرسی دیجی جون,furious,0.536450207233429
1767,خیلی عالیه یه ساله دارمش ولی یه کمی صداش بد شده,happy,0.7521288990974426
1768,گوشیه خوبیه نسبت به پولی که میدین فقط هنذفریش زیاد جالب نیست,happy,0.974677324295044
1769,کناره هاش نمی‌چسبه خیلی مزخرفه ارزشم نداره مرجوعش کنم,delighted,0.9071170687675476
1770,قیمتش خوبه ولی عمرش از مدل‌های دیگه‌ای که استفاده کردم کمتر‌بود و زیره ظرف دوده زد گه راضی نیستم,angry,0.9883328080177307
1771,بسیار خوش دست و به صرفست مخصوصا ساخت ایرانه و این که کیفیتش مثل نمونه‌های خارحیه کلا عالیه پیشنهاد جدی میشه واسه خرید,delighted,0.989944338798523
1772,با سلام چند روز پیش این گوشی رو از دیجی کالا گرفتم با قیمت بسیار عالی با توجه به اینکه اکتر گوشیهای موجود تو بازار رو باهاش کار کردم نظرم رو میگم ظاهر گوشی بسیار شیک هستش از لحاط کیفیت از گوشیهای میان رده سامسونگ الجی و بهتره دوربین پشت گوشی خوبه البته نسبت به قیمت اما دوربین سلفیش واقعا عالیه رابط کاربری سریع اثر انگشت دقیق صفحه با کیفیت و ادج باطری فوق العا ه قوی پشتیبانی گروه مدیا پردازش و حافظه داخلی بالا و رم از مزیتهای این گوشی خوب هستش,delighted,0.9940453767776489
1773,خیلی زیباعه ظرفا رو برق میندازه کلا قیمتش هم خیلی خوبه به همه پیشنهاد میکنم,delighted,0.9771579504013062
1774,من این کیف رو سفارش دادم امروز به دستم رسید از نظر من مدل کیف خیلی متفاوت از کیف‌های موجود در بازار ایرانه در مجموع خیلی از خریدم راضی ام,happy,0.9547706246376038
1775,برای استفاده روی دوچرخه در مسیرهای خاکی عالیه من وصلش کردم روی کرپی برای اینکه موبایلم افقی باسه واقعا خوبه,delighted,0.513711154460907
1776,تازه رسید دستم خودش سه چراغ روشن داشت گوشیم رو به خروجی وصل کردم رو‌بود دقیقه بعد شارژ گوشیم شد تو پیشنهاد ویژه بگیرید قیمتش می‌ارزه یکم سنگینه,angry,0.3502146005630493
1777,از هر لحاظ عالی,delighted,0.9908968806266785
1778,این واسکازین رو ریختم داخل گیربکس پژو قبلا آترود داخل گیربکس‌بود انصافا تا حالا تغییر محسوسی ندیدم مثلا تونرمی دنده و صدای زوزه گیربکس اما خوب مرغوب بودن روغن تو عمر گیربکس تاثیر داره که اونم قابل اندازه‌گیری نیست پشت قوطی نوشته,happy,0.9945228099822998
1779,کرم بسیار عالی من کرم روزانه وضد آفتابشو رو دارم و فوق العاده هست پوست رو بسیار لطیف میکنه و ضد آفتابش لکهای قهوه‌ای رو از روی پوست محو مکنه,delighted,0.8929048776626587
1780,کتاب واقعا جالبی است حتما مطالعه بفرمایید,delighted,0.528003454208374
1781,واقعا موندگاری نداره و اگه دست بکشی پاک میشه من راضی نبودم,furious,0.6490363478660583
1782,عالی و خوب و دوی داشتنی از گوشیم یمقدار وزنش بیشتر عالیه در کل,delighted,0.99234938621521
1783,به نظر من این گوشی از همه لحاظ خوب و عالیه و ارزش خرید را دارد توی این رنج قیمت با این امکانات و کیفیت هیج گوشی گیرتان نمیاد,delighted,0.9700788259506226
1784,این کیف از نظر طراحی عالیه واقعا خیلی زیباست,delighted,0.9965079426765442
1785,محتوای این کتاب صوتی خیلی مفیده,delighted,0.993990957736969
1786,سلام من تازه خریدم با تا دسته البته از بیرون خریدم یه پک تایی بازی هم روش ریختم مهم نیست تلویزیونتون فور کی باشه یا فول اچ دی من از خودم فول اچ دیه ولی کیفیتش رو همین تلوزیونم از بقیه کنسول‌ها بیش تره واینکه حتما بازی فورزا هورایزن را بازی کنید که فوق العاده عالیه,delighted,0.9053608179092407
1787,بیشتر از پولی که میدی آش میخوری,happy,0.4207475781440735
1788,من خریدم سوکت شارژرش بعد یک ماه خود به خود خراب شد فرستادم واسه گارانتی بعد دو ماه و کلی تماس آخرش پول گوشی رو بهم برگردوندن,angry,0.9297317862510681
1789,من این تبلت رو یه هفته‌ای میشه خریدم با علم به نداشتن سیمکارت چون تو خونه که وای فای داشتم و بیرون از خونه استفاده نمیکردم البته الان برای این مشکل هم راه حل هست که میسه وصل شد به سیم کارت گوشی برای استفاده از اینترنت وزن سبک و راحتی در استفاده و از طرفی وضوح تصویر عالی این تبلت با توجهدبه قیمت خیلی مقرون به صرفه است بین تبلت‌های ده اینچی با توجه به مشخصاتش و در نظر گرفتن قیمت خیلی خوبه کلا خیلی از این تبلت راضی هستم,delighted,0.9516643285751343
1790,من بسیار راضی هستم ولی نمیدونم واقعا زد آب هست یا نه,happy,0.9243811368942261
1791,بسیار عالی نسبت به قیمت در خرید شگفت‌انگیز,delighted,0.9954270124435425
1792,من دیروز از نمایندگی خریدم و واقعا زیباست شش ماه پیش بزرگترین اشتباهم خرید‌بود که واقعا مشکلاتش اذیت میکرد دوربینش عالیه امکانات دوربین حرفه‌ای داره میتونین و دستی تنظیم کنین خود دوربین بطور اتوماتیک نور و به بهترین نحو تنطیم میکنه ددربین سلفی عالیه جدای اینکه تنطیمات مربوط به زیبایی هم داره که خیلی راحت همونجا میشه استفاده کرد و نیاز به اپ‌های ادیت نداریم تاچ عالی کیفیت صفحه خوب در کل در این رنج قیمت واقعا راضی هستم,delighted,0.9960673451423645
1793,درود من یک تصادف جزئی داشتم که قسمتی از سپر کنده شد رفتم سپرسازی قیمت گرفتم اجرت تزریق فایبرگلاس و نصب مجدد سپر به همراه بتونه و نقاشی حدود تومن آب میخورد اسفند ولی اینجا این سپر رو سفارش دادم رایگان به دستم رسید اولش شک داشتم که بی‌کیفیت باشه ولی زمانی که دیدمش خیالم راحت شد خودم نصب کردم تازه رنگش هم گارانتی داره خلاصه بخرین من رنگ مشکی را خریدم,happy,0.9853434562683105
1794,توشگفت انگیز نخریدم ولی بازم خوب‌بود چند بار تو سفر استفاده کردم خیلی خوب‌بود مخصوصا اینکه بالشت به‌وسیله زیپ چسبی به تشک میچسبه و لیز نمیخوره دطوبت هم بهش نفوذ نمیکنه در کل راصی هستم فقط کاور روش کمی بی‌کیفیته,happy,0.9894485473632812
1795,من با کابل شبکه حدود متر بوده بدون هیچ تنظیم و کار خاصی تصویر گرفتم بدون افت کیفیت پلاگ‌اند پلی,happy,0.6492074131965637
1796,این که مشکی مشکیه اصلا رنگی از قهوه‌ای توش نیست اصلا از دیجی کالا انتظار نداشتم واقعا بد تربن خریدی که کردم,angry,0.8884680867195129
1797,بسیار خوش بو خاص شیک,delighted,0.9896915555000305
1798,بسیار خوش ساخت قبلا یکی خریدم از این بدون نام و نشون‌ها از وسط یهو شکست ولی ایشون فعلا خوب کار میکنه ازشم دارم حسابی کار میکشم,delighted,0.7960838675498962
1799,اون دوستانی که گفتن شارژش کند میشه اولا باطریش میلی آمپر هس معلومه که طول میکشه درضمن در نظر شما تو دقیقه درصد شارژ کنده هس تو این رنج قیمت,angry,0.9788126945495605
1800,پول دور ریختن هست من نمیدونم چرا سفید طراحی کردن و میفروشن,angry,0.9478651881217957
1801,با اون که توی حراج دیجی گرفتم ازش راضی نیستم ماندگاری و پخش بوی کمه,angry,0.9857515692710876
1802,نسبت به قیمت اش واقعا خوبه,delighted,0.5978798270225525
1803,مثل همیشه کیفیت اش عالی بود,delighted,0.5439819097518921
1804,متاسفانه تعداد سنگ‌های دستبند عدد نسبت به عکس کمتره سنگ‌ها‌ریز و نخ دستبند بسیار کم هست,furious,0.5006745457649231
1805,اصلا خوب نیست,furious,0.6611654162406921
1806,من از دیجی این گوشی رو خریدم چون رجیستری و گارانتیش برام خیلی مهم‌بود از دیجی ممنونم,neutral,0.9366953372955322
1807,دستبند مطابق با عکس و دارای نخ خوب و محکم هست البته پلاک بسیار ظریف هست و بهتره مدام در دست نباشه چون خم میشه,happy,0.764372706413269
1808,صدای فوق العاده بی‌کیفیتی داره به هیچ عنوان برای موسیقی گوش کردن نمیخوره بیس ضعیف صدا‌های زیر هم میرن تو هم احساس میکنم پولمو دور ریختم,furious,0.9808071255683899
1809,بدترین نخ دندانی که در تمام عمرم استفاده کردم آنقدر ضخیم هست که به زور هم بین دندان‌ها حرکت نمیکنه خریدش فقط دور ریختن پول هست,angry,0.9472576975822449
1810,حتما پیشنهاد می‌کنم دید به دیر باطری خالی می‌کندویک مشکلی که دارد نه کرنومت داردونه نسبت به قیمتش خوب است پشنهاد می‌کنم,happy,0.9842979907989502
1811,سلام حدود یک هفته‌ای هست که این گوشی رو خریدم و بشدت راضی هستم درسته که نسبت به پردازشگر کمی ضعیف تر داره اما واقعا از لحاظ شبکه و باتری و همچنین حافظه داخلی واقعا سر تر هستش پیشنهاد میدم که اگه دارید هزینه میکنین این گوشی واقعا قابل تامل هست,delighted,0.948792040348053
1812,از مدل کیف خوشم آمد رنگش هم قهوه‌ای قید شده‌بود که متاسفانه بعد از تحویل گرفتن متوجه شدم رنگ قسمت پشت کیف آجریه که اصلا تناسبی هم با کل رنگ کیف نداره,angry,0.9933021068572998
1813,خیلی زیبا و جالب ممنون از سایت دیجی کالا,delighted,0.9632401466369629
1814,من این گوشی رو دو ماه خریدم واقعا راضی هستم با اینکه همش باهاش کار میکنم دو روز نگه میداره کیفیت صحفه عالی هم داره اندروید که واقعا عالی هست روابط کاربری عالی داره,delighted,0.9956111311912537
1815,با توجه به رنج قیمت پایین کیفیت ساخت خیلی خوب و شیشه شفاف,delighted,0.9917198419570923
1816,دوستان اونقدر از صداش بد گفتن که وقتی گرفتم با ترس روشنش کردم ولی برعکس دیدم صداش در حد معقول وبعضا خیلی هم خوبه من قبل این ی کمپرسور دیگه داشتم صداش سه برابر بیشتر از این‌بود و وقتی استفاده میکردی برعکس باد رو خالی میکرد ولی این در هرصورت باد میزنه ولو ی مقدار دیر البته با سیلند فسقلی که داره انتظار کمتر از این رو داشتم که دیدم کاراییش از هیکلش بیشتره در کل خوبه تو شگفت‌انگیز بخرید صداش هم کمه,happy,0.9778940677642822
1817,بوی خوبی داره,happy,0.9981077909469604
1818,من همیشه از روی ناچار مجبور به خرید سامسونگ هستم سامسونگ پشتیبانی عالی داره اما سخت افزار اون بنسبت قیمت بسیار ضعیفه,angry,0.8626571893692017
1819,نسبت به قیمتش بد نیس ولی کاش دوخت داخلی کیف هم ماننده قسمت خاریجیش با سلیقه بود,angry,0.9682421684265137
1820,در کل خوبه ولی اونجور که انتظار داشتم نبود,happy,0.9391712546348572
1821,سلام کیفیتش خوبه دوتا پد داره که کابینت رو خش نندازه و راحت روی درب کابینت‌ام دی اف جا میره,happy,0.9975894689559937
1822,باطری خودش نیست,happy,0.675643801689148
1823,من دو ماه دارم خیلی راضی‌ام هیچ مشکلی نداره شارژش سریع خالی نمیشه خیلی خوبه حتما بخرید ارزش دارد,delighted,0.992345929145813
1824,گوشی خوبی تو شگفت‌انگیز خریدمش باطریشم خوبه حداقل دو روز طول میکشه که کامل تموم بشه برخلاف عکس نور پس زمینه دکمه نداره اما یک منوی خوب داره با صفحه تمام رنگی که قابلیت گذاشتن پس زمینه داره مثل موبایل,happy,0.9732517004013062
1825,من خرید کردم و لی دوباره پس فرستادم درحالت اماده به کار بلند گوهاش صدا می‌کنه نصب و استفادش اصلا خوب نیست در کل خوب نیست,angry,0.7822772860527039
1826,کارایی زیادی داره دقتش هم خوبه طراحی زیبا و چشم‌گیری داره خیلی بدردتون می‌خوره,delighted,0.986786961555481
1827,کیفیتش خوبه من چند سری خرید کردم راضیم ازش چند بار میشه ازش استفاده کرد,happy,0.9978823065757751
1828,کتاب خوبیه برای همه و حتی بزرگ سالا که کارکرد که یه شناخت حداقلی از تمام اجزای بدن باید داشته باشه,happy,0.9648164510726929
1829,کیفیت مطلوبی داره وزنش خوبه جای اثر انگشت هم روش نمیمونه,happy,0.9968870282173157
1830,جنسش نخی نیست اصلا پلاستیکه اصلا پیشنهاد نمیشهههههه,angry,0.7985853552818298
1831,ماه میشه خریدم ولی زیاد استفاده نکردم تا الانش راضیم,happy,0.9831936359405518
1832,باطریش معرکه س سرعت عمل‌کرد گوشی عالیه اثر انگشت بسیار سریعه سرعت دانلود فوق العاده س شدیدا پیشنهاد میشه,delighted,0.996585488319397
1833,مموری گذاشتم نخوند و گیگ رو خوند رو بهترین کیفیت هر تا دقیقه مگابایت فضا لازم داره و روی کیفیت اچ دی یک هر یک ساعت و نیم مگابایت فضا میگیره نا امیدم کرد انتظار خیلی بیشتری داشتم امکان ارتباط مستقیم با تلفن یا لپتاپ نداره حتما نیاز به اینترنت داره تا بشه دید کیفیت صداش قابل قبول نیست,furious,0.5957196950912476
1834,من این پاور رو ماه پیش خریدم اونم مفت تو پیشنهاد ویژه اینقدر خوب و عالی هست و یک جاهایی به دردم خورده که نگو ونپرس بهمه پیشنهاد می‌کنم گوشیمو بار شارژ کرده و خودشم مامسیموم ساعته شارژ می‌شه,happy,0.6942291855812073
1835,عالی درجه یکه,delighted,0.9920195937156677
1836,من واسه ماشینم خریدم اما همچین چیز خاصی نیست,neutral,0.9934390187263489
1837,من حدود یک سال و خورده‌ای میشه خریدم ازش راضیم,happy,0.7195179462432861
1838,قطعات رو میتونین خیلی تمیز روی این کیس اسمبل کنین توجه کنید که در صورت خرید رنگ سیاه این کیس دوتا فن ال‌ای ای آبی در قسمت جلو داره نه فن قرمز برخلاف عکس من این کیس رو بیشتر برای زیبایی و اندازه بسیار مناسب اون خرید کردم چون هیچ کیس شیشه‌ای با این ابعاد پیدا نمیکنید در کل پیشنهاد میشه برای کسانی که میز خیلی بزرگی ندارن و در عین حال به زیبایی کیس اهمیت میدن,delighted,0.8909425139427185
1839,من اصلا نتونستم از کنتدلش استفاده کنم دو سه بار اول که استفاده کردم دکمه هاش قاطی داشت بعدشم هدکمه‌ها گیر کرد پایین رفت دیگه بالا نیومد ولی خودش خوبه,happy,0.9973217844963074
1840,بنده از این سرویس‌ها تا خریداری کردم نسبت به قیمتش عالی هست نمونه این کار با قیمت خیلی بالا تر داخل بیشتر مغازه‌ها هست در کل این سرویس را پیشنهاد میکنم برای خرید,happy,0.8716965913772583
1841,واقعا حلقه زیبا و ساده و منحصری است,delighted,0.9933400750160217
1842,من از خریدم راضیم چون هم کارایی بالایی داره و اینکه قیمتشم خوبه,happy,0.9898987412452698
1843,ماهی هستش که این مک رو گرفتم بی‌نظیره از تمام نظرها عالیه فقط تنها مشکلی داره اونم تهداد پورتاشه که البته با تبدیل درست میشه هرکسی قصد خرید رو داره بی‌شک خرید کنه ضرر نمیکنه,delighted,0.7014225721359253
1844,بسیار بی‌کیفیت دوبار هم کار نکرد جاش فیلیپس خریدم خیلی خوب‌بود دوساله داره کار میکنه,delighted,0.8724405169487
1845,خیلی خوبه و زیبا و خنک کنندگیش هم خوبه به علاوه قیمتش خوبه خیلی قویه از لحاظ استحکام تازه رسیده دستم یه ساعته دارم استفاده میکنم,delighted,0.9941873550415039
1846,این ساعت خیلی عالیییییییی,delighted,0.9960980415344238
1847,من ماه آیفون هفت خریدم و قبلا از سامسونگ استفاده میکردم آیفون هفت نسبت به سامسونگ طراحی و کارایی و بیشتری داره آیفون هفت نسبت به آیفون هفت پلاس صفحه نمایش کوچکی دارد و این زیاد خوب نیست بهتون پیشنهاد میکنم آیفون هفت بخرید,angry,0.8217046856880188
1848,از دیجی کالا خریدم گوشی ساخت کشور تایوان‌بود و داخل جعبه کابل هندزفری دستمال نظافت گارد محافظ و آداپتور وجود داشت از نظر طراحی خیلی باکلاس و زیباست و از نظر عمل‌کرد سریع و بی‌عیب است بنظر من بعد از یک مدت دور شدن این برند از طراحی‌های بی‌نظیر خود سری میتونه بازگشت خوبی به اون دوران باشه,delighted,0.9928587675094604
1849,من خریدم و راضی هم هستم دقتش خوبه,happy,0.9614498019218445
1850,سلام من اینو خریدم نه خوبه نه بد نسبت به قیمتش خوبه اما بعد از یه مدت اصن سمتش هم نمیرید و ازش خسته میشید بازی خوبی هم تا حالا براش پیدا نکردم من بهتون پیشنهاد میکنم که یه چیز بهتری بخرید,happy,0.9680193662643433
1851,اول خیلی بزرگ برای پاور دوما من گرفتم خراب‌بود شارژ نشد خیلی درگاهی صفتی داره,angry,0.6413119435310364
1852,کتاب با نگاهی تحلیلی و عمیق جنبه‌های مختلف مدیریت در گوگل تحولات آن در گذر زمان اشتباهات مدیران نحوه مواجهه با رقبا و به‌طور کلی بسیاری از آنچه در دره سیلیکون رایج است را با زبانی شیرین و غیر فنی توضیح می‌دهد متاسفانه کیفیت ترجمه خوب نبوده و در نسخه صوتی هم عدم آشنایی گوینده با برخی اصطلاحات ساده و اولیه حتی چیزی مانند مشکل را دو چندان کرده است,angry,0.488168865442276
1853,دوستان توصیه میکنم برین یه جا باهاش کار کنین واقعا لذت میبرین اس پلاس هم الان گزینه عالی ایه با این قیمت ولی نوت با سری اس کلاس کاری مصرف‌کننده هاش فرق دارن و ممکنه ب جا قلم قابلیت اموجی جدیدش یا دیافراگم قابل تنظیم اس پلاس براتون جذاب تر باشه,happy,0.987389326095581
1854,جنس با کیفیت ایرانی,happy,0.9735695123672485
1855,کتابی بسیار ارزشمند و ارزش چند بار خواندن را دارد,delighted,0.630468487739563
1856,بسیار زیبا و ظریف کارشده وبیشتر از قیمتش نشون میده امیدوارم که تو انتخاب دیگران موثر باشه,delighted,0.993120551109314
1857,به نظر من عالی,delighted,0.9839506149291992
1858,من سال پیش این کیبورد را خریدم و به عنوان کیبورد کاذم ازش استفاده میکنم واقعا عالیه چندماه پیش یکی دیگه از همین خریدم و با اینکه انتظار نداشتم همون کیفیت سابق را داشته باشه ولی داشت و خیلی خوب‌بود حتی شاید بهتر از اون قبلی,delighted,0.9689374566078186
1859,این عطر فوق العاده خوشبوست ولی برای خودنمایی در میهمانی نیست برای لذت شخصی از بوی آن است و چندان پخش بو ندارد امیدوارم مدیران فنی این شرکت کامنتها را بخوانند و فکری برای مشکل کنند چون رایحه اسکلاره از بسیاری عطرهای اروپایی بهتر نباشد کمتر هم نیست اگر تلخ و سیاه می‌پسندید شک نکنید و بگیرید من از اسکلاره پوپت و سیلور هم گرفتم و راضی ام,happy,0.9412280321121216
1860,من ماهه دارم عالیه عالی,delighted,0.9866093993186951
1861,منکه هرچی صبر کردم خبری نشد پولتونو دور نریزید لطفا,happy,0.771290123462677
1862,بک کلام ختم کلام فوق العاده,delighted,0.8660358190536499
1863,به نظرم جی یه تنه میتونه حتی با گلکسی اس مقایسه بشه چون واقعا از نظر کیفیت سخت افزاری و کیفیت طراحی بی‌نظیره استفاده از دوربین با کیفیت و با کارایی بالا و همچنین پردازشگر خوب با کیفیت باعث میشه که تو این رنج قیمتی کلا گوشی‌های سامسونگ رو بزنه کنار,delighted,0.990045964717865
1864,تنها سوالی که برا من مطرح‌بود این‌بود که فرشش زبره یا نرم چون یه سری از فرشای ارزون واقعا خشکن البته رنگش با عکسش یکمی فرق داره رنگ وسطش مث عکس روشن نیست و تیره تره یه ترکیبی از نارنجی قهوه‌ای در کل بخوام بگم منو خیلی راضی کرده طرحش که عشقههههه البته برا من نرمم هست خییلییییی دوسش دارم و مطمینم با هر بار دیدنش بهترین حسای دنیا بهم دست میده یه طرح خلوت اما پر از حس عاشقونهههه و زیبا,happy,0.8395996689796448
1865,خیلی عالیه من تو پیشنهاد ویژه خریدم راضی‌ام برای کوهنوردی خیلی خوبه,delighted,0.9971177577972412
1866,بسیار گوشی باکیفیتیه اگه بروزش کنید عالی ترم میشه من خودم با برنامه سونی از طریق لپ تاپ بروزش کردم واقعا گوشیه همه چی تمومیه سرعت اینترنتشم عالیه نسبت به ایکس زد پریمیوم سه تا برتری داره اینه ک حافظه جانبی همراه با دوسیم کارت همزمان استفاده میشه صفحش بزرگتره و اسپیکر خیلی قوی تری نسبت به ایکس زد پریمیوم داره تا حالا ازش بدی ندیدم تنها بدی ک داره حافظه داخلیه ک اونم با کارت حافظه حل‌شده‌باتریشم روز اول استفاده ساعت مدام زدم به شارژ روزی یه بار شارژش میکنم استفادم هم از گوشی بالاست ولی بازی ندارم تو گوشی,delighted,0.9757668375968933
1867,کیفیت سری‌های جدید این جارو با سری‌های قدیم اصلا قابل مقایسه نیست من مادرم حدود ده سال پیش خرید صدای کم و مکش زیاد داره اما خودم یک ساله خریدم صدای زیاد مکش متوسط خیلی داغ میکنه و کیفیت پارویی هم افتضاحه میخوام تا نسوخته بفروشمش اگه جاروی خیلی گرون نمیخواید حداقل ال جی بخرید کلا محصولاتش جدیدا از سامسونگ بهتره,furious,0.9567428827285767
1868,اگه دنبال یه گوشی خوب از رده با قیمت پایین هستید نسبت به پرچمدار به نظرم تو خرید کیو شک نکنید چون میتونه یه گزینه بسیار مناسب برای شما باشه طراحیش که شبیه پرچمداراست و همچنین پردازه و سخت افزارش واقعا چیزی کم نداره از بزرگان,delighted,0.9825735688209534
1869,یه‌ست کامل برای تعمیرات دستگاه‌های الکترونیکی هست من تو شگفت‌انگیز گرفتم کیفیت جنس خیلی خوبه,delighted,0.9949123859405518
1870,من از اسکلاره سه مدل پوپت سیلور و بلک گرفتم که هر سه تلخ و خنک هستند وبسیار هم خوشبو و خاص ولی عطری نیست که در یک سالن بویش بپیچد و همه متوجه شوند بوی خوش ولی برای خود شخص و فاصله‌ای کم از او به نسبت قیمت کم می‌توانم بگویم عالی است,happy,0.984074592590332
1871,وقتی خریدم دو هفته بعد سری میکرو یو اس بی‌لق شد و دیگه توی پورت شارژ گوشی نمی‌موند فرستادم گارانتی چند هفته بعد یکی دیگه واسم فرستادند این دومی هم ماه‌نشده‌سری میکرو یو اس بی‌باز لق شد و توی پورت نمیمونه دوباره بخوام بفرستم گارانتی اندازه قیمتش باید پول پست بدم شهرستان هستم ظاهرش خوبه دوامش خیلی کم,happy,0.9076893329620361
1872,قیمت مناسب تعویض کارتریج به سادگی سه کاره بودن کپی رنگی با کیفیت مناسب چاپ عکس با کیفیت خوب در کل نمره میگیره دوتا تو شگفت‌انگیز در تایم‌های مختلف سفارش دادم,delighted,0.7385346293449402
1873,من در ابتدا به خاطر اینکه تصور می‌کردم یک گوشی ساخت ایران است آن را خریداری کردم در فاصله ی کوتاهی باتری متورم شد و از کار افتاد صدای مکالمه بسیار ضعیف است به گونه‌ای که باید گوشی را به گوش فشار داد پس از یک بار مکالمه دیگر نمی‌توان مکالمه‌ای را دریافت کرد یا تماسی برقرار کرد تنها راه این است که پس از هر بار مکالمه گوشی را خاموش کرد و دوباره روشن نمود هندز فری بسیار بی‌کیفیت این گوشی یک گوشی ایرانی نیست و در حقیقت مونتاژ یک گوشی بی‌کیفیت چینی است‌ای کاش این گوشی را نخریده بودم,furious,0.9513022303581238
